"X1","account_id","post_id","Category","Page","Post.URL","Date.Published","Post.Type","Rating","Debate","share_count","reaction_count","comment_count","share_count_ln","comment_count_ln"
2,184096565021911,1035269309904628,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035269309904628",2016-09-19,"link","mostly true",NA,1,33,34,0,3.55534806148941
3,184096565021911,1035305953234297,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035305953234297",2016-09-19,"link","mostly true",NA,34,63,27,3.52636052461616,3.3322045101752
4,184096565021911,1035322636565962,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035322636565962",2016-09-19,"link","mostly true",NA,35,170,86,3.55534806148941,4.46590811865458
5,184096565021911,1035352946562931,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035352946562931",2016-09-19,"video","mostly true",NA,568,3188,2815,6.34212141872115,7.94307271727793
6,184096565021911,1035366579894901,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035366579894901",2016-09-19,"link","mostly true",NA,23,28,21,3.13549421592915,3.09104245335832
7,184096565021911,1035411183223774,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035411183223774",2016-09-19,"video","mostly true",NA,46,409,105,3.8286413964891,4.66343909411207
8,184096565021911,1035430716555154,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035430716555154",2016-09-19,"link","mostly true",NA,7,62,64,1.94591014905531,4.17438726989564
9,184096565021911,1035451683219724,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035451683219724",2016-09-19,"link","mostly true",NA,7,39,6,1.94591014905531,1.94591014905531
10,184096565021911,1035453279886231,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035453279886231",2016-09-19,"video","mostly true",NA,152,278,59,5.02388052084628,4.0943445622221
11,184096565021911,1035456253219267,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035456253219267",2016-09-19,"link","mostly true",NA,8,29,14,2.07944154167984,2.70805020110221
13,184096565021911,1035491416549084,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035491416549084",2016-09-19,"video","mostly true",NA,37,507,164,3.61091791264422,5.10594547390058
14,184096565021911,1035503133214579,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035503133214579",2016-09-19,"link","mostly true",NA,4,23,2,1.38629436111989,1.09861228866811
15,184096565021911,1035527713212121,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035527713212121",2016-09-19,"video","mostly true",NA,10,85,29,2.30258509299405,3.40119738166216
16,184096565021911,1035532526544973,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035532526544973",2016-09-19,"link","mostly true",NA,10,41,14,2.30258509299405,2.70805020110221
17,184096565021911,1035558749875684,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035558749875684",2016-09-19,"video","no factual content",NA,3,9,3,1.09861228866811,1.38629436111989
19,184096565021911,1035592746538951,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035592746538951",2016-09-19,"link","mostly true",NA,15,276,74,2.70805020110221,4.31748811353631
20,184096565021911,1035595553205337,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035595553205337",2016-09-19,"link","mostly true",NA,56,300,65,4.02535169073515,4.18965474202643
21,184096565021911,1035619779869581,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035619779869581",2016-09-19,"video","mostly true",NA,64,480,130,4.15888308335967,4.87519732320115
22,184096565021911,1035627049868854,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035627049868854",2016-09-19,"link","mostly true",NA,6,33,5,1.79175946922805,1.79175946922805
23,184096565021911,1035656723199220,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035656723199220",2016-09-19,"video","mostly true",NA,289,674,243,5.66642668811243,5.4971682252932
24,184096565021911,1035672566530969,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035672566530969",2016-09-19,"link","mostly true",NA,2,18,11,0.693147180559945,2.484906649788
26,184096565021911,1035684116529814,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035684116529814",2016-09-19,"video","no factual content",NA,5,19,6,1.6094379124341,1.94591014905531
27,184096565021911,1035706656527560,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035706656527560",2016-09-19,"video","mostly true",NA,30,268,177,3.40119738166216,5.18178355029209
28,184096565021911,1035726243192268,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035726243192268",2016-09-19,"link","mostly true",NA,50,157,129,3.91202300542815,4.86753445045558
30,184096565021911,1035748639856695,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035748639856695",2016-09-19,"link","mostly true",NA,13,101,73,2.56494935746154,4.30406509320417
31,184096565021911,1035767019854857,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035767019854857",2016-09-19,"video","no factual content",NA,25,207,108,3.2188758248682,4.69134788222914
32,184096565021911,1035778606520365,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035778606520365",2016-09-19,"link","mostly true",NA,2,37,25,0.693147180559945,3.25809653802148
33,184096565021911,1035801043184788,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035801043184788",2016-09-19,"link","mostly true",NA,25,263,87,3.2188758248682,4.47733681447821
34,184096565021911,1035825603182332,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035825603182332",2016-09-19,"link","mostly true",NA,15,106,29,2.70805020110221,3.40119738166216
35,184096565021911,1035859429845616,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035859429845616",2016-09-19,"link","mostly true",NA,3,24,6,1.09861228866811,1.94591014905531
36,184096565021911,1035884803176412,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035884803176412",2016-09-19,"link","mostly true",NA,23,98,8,3.13549421592915,2.19722457733622
37,184096565021911,1035916476506578,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035916476506578",2016-09-20,"link","mostly true",NA,5,36,20,1.6094379124341,3.04452243772342
38,184096565021911,1036151719816387,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036151719816387",2016-09-20,"link","mixture of true and false",NA,117,614,70,4.76217393479776,4.26267987704132
39,184096565021911,1036199296478296,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036199296478296",2016-09-20,"link","mostly true",NA,6,45,23,1.79175946922805,3.17805383034795
41,184096565021911,1036245469807012,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036245469807012",2016-09-20,"video","mostly true",NA,24,211,46,3.17805383034795,3.85014760171006
42,184096565021911,1036251303139762,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036251303139762",2016-09-20,"link","mostly true",NA,1,23,15,0,2.77258872223978
43,184096565021911,1036268139804745,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036268139804745",2016-09-20,"video","mostly true",NA,231,572,76,5.44241771052179,4.34380542185368
44,184096565021911,1036296946468531,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036296946468531",2016-09-20,"link","mostly true",NA,31,170,97,3.43398720448515,4.58496747867057
49,184096565021911,1036432846454941,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036432846454941",2016-09-20,"link","mostly true",NA,15,209,47,2.70805020110221,3.87120101090789
50,184096565021911,1036447253120167,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036447253120167",2016-09-20,"link","mostly true",NA,3,29,5,1.09861228866811,1.79175946922805
51,184096565021911,1036474553117437,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036474553117437",2016-09-20,"link","mostly true",NA,4,80,44,1.38629436111989,3.80666248977032
52,184096565021911,1036496423115250,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036496423115250",2016-09-20,"link","mostly true",NA,339,430,231,5.82600010738045,5.44673737166631
54,184096565021911,1036552873109605,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036552873109605",2016-09-20,"link","mostly true",NA,9,37,12,2.19722457733622,2.56494935746154
55,184096565021911,1036582596439966,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036582596439966",2016-09-20,"link","mostly true",NA,45,273,70,3.80666248977032,4.26267987704132
57,184096565021911,1036644986433727,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036644986433727",2016-09-20,"link","mostly true",NA,11,83,57,2.39789527279837,4.06044301054642
59,184096565021911,1037004463064446,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037004463064446",2016-09-21,"video","no factual content",NA,NA,63,1,NA,0.693147180559945
60,184096565021911,1037005106397715,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037005106397715",2016-09-21,"link","mostly true",NA,42,68,48,3.73766961828337,3.89182029811063
61,184096565021911,1037034746394751,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037034746394751",2016-09-21,"video","no factual content",NA,72,137,76,4.27666611901606,4.34380542185368
62,184096565021911,1037075549724004,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037075549724004",2016-09-21,"link","mostly true",NA,7,63,27,1.94591014905531,3.3322045101752
63,184096565021911,1037097846388441,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037097846388441",2016-09-21,"video","mostly true",NA,246,704,386,5.50533153593236,5.95842469302978
64,184096565021911,1037112079720351,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037112079720351",2016-09-21,"link","mostly true",NA,3,98,36,1.09861228866811,3.61091791264422
65,184096565021911,1037141289717430,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037141289717430",2016-09-21,"link","mostly true",NA,119,415,102,4.77912349311153,4.63472898822964
66,184096565021911,1037167203048172,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037167203048172",2016-09-21,"link","mostly true",NA,4,52,18,1.38629436111989,2.94443897916644
67,184096565021911,1037176393047253,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037176393047253",2016-09-21,"video","mostly true",NA,3,47,17,1.09861228866811,2.89037175789616
68,184096565021911,1037188766379349,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037188766379349",2016-09-21,"text","mostly true",NA,2,5,2,0.693147180559945,1.09861228866811
69,184096565021911,1037217126376513,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037217126376513",2016-09-21,"link","mixture of true and false",NA,35,344,48,3.55534806148941,3.89182029811063
70,184096565021911,1037225543042338,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037225543042338",2016-09-21,"video","mostly true",NA,27,345,85,3.29583686600433,4.45434729625351
71,184096565021911,1037243109707248,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037243109707248",2016-09-21,"link","mostly true",NA,4,27,12,1.38629436111989,2.56494935746154
72,184096565021911,1037252369706322,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037252369706322",2016-09-21,"video","mostly true",NA,17,74,22,2.83321334405622,3.13549421592915
73,184096565021911,1037268776371348,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037268776371348",2016-09-21,"link","mostly true",NA,7,35,7,1.94591014905531,2.07944154167984
74,184096565021911,1037288223036070,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037288223036070",2016-09-21,"link","mostly true",NA,11,147,47,2.39789527279837,3.87120101090789
75,184096565021911,1037299089701650,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037299089701650",2016-09-21,"link","mostly true",NA,32,557,143,3.46573590279973,4.969813299576
76,184096565021911,1037318423033050,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037318423033050",2016-09-21,"video","no factual content",NA,3,20,0,1.09861228866811,0
77,184096565021911,1037352739696285,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037352739696285",2016-09-21,"link","mostly true",NA,1,9,11,0,2.484906649788
78,184096565021911,1037371396361086,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037371396361086",2016-09-21,"video","mostly true",NA,8,52,10,2.07944154167984,2.39789527279837
79,184096565021911,1037391213025771,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037391213025771",2016-09-21,"link","mostly true",NA,12,144,102,2.484906649788,4.63472898822964
80,184096565021911,1037410216357204,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037410216357204",2016-09-21,"link","mostly true",NA,8,31,7,2.07944154167984,2.07944154167984
81,184096565021911,1037433849688174,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037433849688174",2016-09-21,"link","mostly true",NA,61,196,73,4.11087386417331,4.30406509320417
82,184096565021911,1037464359685123,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037464359685123",2016-09-22,"link","mostly true",NA,9,52,17,2.19722457733622,2.89037175789616
83,184096565021911,1037489569682602,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037489569682602",2016-09-22,"link","mostly true",NA,6,76,65,1.79175946922805,4.18965474202643
84,184096565021911,1037749336323292,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037749336323292",2016-09-22,"link","mostly true",NA,9,111,30,2.19722457733622,3.43398720448515
85,184096565021911,1037782196320006,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037782196320006",2016-09-22,"video","no factual content",NA,38,138,32,3.63758615972639,3.49650756146648
86,184096565021911,1037810572983835,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037810572983835",2016-09-22,"video","mostly true",NA,8,19,18,2.07944154167984,2.94443897916644
88,184096565021911,1037846762980216,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037846762980216",2016-09-22,"video","mostly true",NA,138,277,225,4.92725368515721,5.42053499927229
89,184096565021911,1037856692979223,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037856692979223",2016-09-22,"link","mostly true",NA,18,46,21,2.89037175789616,3.09104245335832
90,184096565021911,1037886152976277,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037886152976277",2016-09-22,"link","mostly true",NA,28,84,27,3.3322045101752,3.3322045101752
92,184096565021911,1037919132972979,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037919132972979",2016-09-22,"link","mostly true",NA,5,55,24,1.6094379124341,3.2188758248682
93,184096565021911,1037947399636819,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037947399636819",2016-09-22,"video","mostly true",NA,92,507,17,4.52178857704904,2.89037175789616
94,184096565021911,1037951726303053,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037951726303053",2016-09-22,"link","mostly true",NA,48,194,75,3.87120101090789,4.33073334028633
95,184096565021911,1038000319631527,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038000319631527",2016-09-22,"link","mostly true",NA,7,58,3,1.94591014905531,1.38629436111989
96,184096565021911,1038027142962178,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038027142962178",2016-09-22,"video","mostly true",NA,38,187,105,3.63758615972639,4.66343909411207
97,184096565021911,1038031976295028,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038031976295028",2016-09-22,"link","mostly true",NA,3,16,4,1.09861228866811,1.6094379124341
98,184096565021911,1038059326292293,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038059326292293",2016-09-22,"link","mostly true",NA,2,63,16,0.693147180559945,2.83321334405622
99,184096565021911,1038086542956238,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038086542956238",2016-09-22,"link","mostly true",NA,13,50,25,2.56494935746154,3.25809653802148
100,184096565021911,1038114256286800,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038114256286800",2016-09-22,"link","mostly true",NA,7,181,28,1.94591014905531,3.36729582998647
101,184096565021911,1038150182949874,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038150182949874",2016-09-22,"link","mostly true",NA,6,56,10,1.79175946922805,2.39789527279837
102,184096565021911,1038186959612863,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038186959612863",2016-09-22,"link","mostly true",NA,13,115,44,2.56494935746154,3.80666248977032
103,184096565021911,1038501679581391,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038501679581391",2016-09-23,"link","mostly true",NA,12,147,54,2.484906649788,4.00733318523247
104,184096565021911,1038539842910908,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038539842910908",2016-09-23,"video","mostly true",NA,9,81,19,2.19722457733622,2.99573227355399
105,184096565021911,1038541676244058,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038541676244058",2016-09-23,"link","mostly true",NA,5,28,5,1.6094379124341,1.79175946922805
106,184096565021911,1038542892910603,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038542892910603",2016-09-23,"link","mostly true",NA,3,99,16,1.09861228866811,2.83321334405622
107,184096565021911,1038577226240503,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038577226240503",2016-09-23,"link","mostly true",NA,22,115,10,3.09104245335832,2.39789527279837
108,184096565021911,1038636096234616,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038636096234616",2016-09-23,"link","mostly true",NA,9,107,21,2.19722457733622,3.09104245335832
109,184096565021911,1038670552897837,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038670552897837",2016-09-23,"photo","mostly true",NA,2,12,9,0.693147180559945,2.30258509299405
110,184096565021911,1038699376228288,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038699376228288",2016-09-23,"link","mostly true",NA,1,41,3,0,1.38629436111989
111,184096565021911,1038757716222454,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038757716222454",2016-09-23,"link","mostly true",NA,6,21,8,1.79175946922805,2.19722457733622
112,184096565021911,1038758292889063,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038758292889063",2016-09-23,"photo","mostly true",NA,26,178,84,3.25809653802148,4.44265125649032
113,184096565021911,1038777582887134,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038777582887134",2016-09-23,"link","mostly true",NA,20,108,46,2.99573227355399,3.85014760171006
115,184096565021911,1038804176217808,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038804176217808",2016-09-23,"link","mostly true",NA,9,74,21,2.19722457733622,3.09104245335832
116,184096565021911,1038834739548085,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038834739548085",2016-09-23,"link","mostly true",NA,81,748,154,4.39444915467244,5.04342511691925
118,184096565021911,1038860559545503,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038860559545503",2016-09-23,"link","mostly true",NA,21,160,26,3.04452243772342,3.29583686600433
119,184096565021911,1038891872875705,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038891872875705",2016-09-23,"link","mostly true",NA,7,59,9,1.94591014905531,2.30258509299405
120,184096565021911,1038922299539329,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038922299539329",2016-09-23,"link","mostly true",NA,6,22,8,1.79175946922805,2.19722457733622
121,184096565021911,1038926896205536,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038926896205536",2016-09-23,"link","mostly true",NA,5,61,22,1.6094379124341,3.13549421592915
122,184096565021911,1038949176203308,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038949176203308",2016-09-23,"link","mostly true",NA,4,28,4,1.38629436111989,1.6094379124341
123,184096565021911,1038973039534255,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038973039534255",2016-09-23,"link","mostly true",NA,4,44,32,1.38629436111989,3.49650756146648
124,184096565021911,1038984299533129,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038984299533129",2016-09-23,"link","mostly true",NA,60,262,31,4.0943445622221,3.46573590279973
125,184096565021911,1040988309332728,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1040988309332728",2016-09-26,"link","mostly true",NA,5,45,29,1.6094379124341,3.40119738166216
126,184096565021911,1041035462661346,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041035462661346",2016-09-26,"link","mostly true",NA,14,261,59,2.63905732961526,4.0943445622221
127,184096565021911,1041047845993441,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041047845993441",2016-09-26,"video","no factual content",NA,114,169,72,4.7361984483945,4.29045944114839
128,184096565021911,1041085625989663,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041085625989663",2016-09-26,"link","mostly true",NA,11,63,24,2.39789527279837,3.2188758248682
129,184096565021911,1041098459321713,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041098459321713",2016-09-26,"video","mostly true",NA,134,166,33,4.89783979995091,3.52636052461616
130,184096565021911,1041100572654835,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041100572654835",2016-09-26,"video","no factual content",NA,205,1049,997,5.32300997913841,6.90575327631146
131,184096565021911,1041131422651750,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041131422651750",2016-09-26,"link","mostly true",NA,2,26,23,0.693147180559945,3.17805383034795
133,184096565021911,1041172582647634,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041172582647634",2016-09-26,"link","mostly true",NA,7,19,5,1.94591014905531,1.79175946922805
135,184096565021911,1041201762644716,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041201762644716",2016-09-26,"video","no factual content",NA,39,109,31,3.66356164612965,3.46573590279973
136,184096565021911,1041207925977433,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041207925977433",2016-09-26,"video","mostly true",NA,27,138,166,3.29583686600433,5.11799381241676
138,184096565021911,1041225769308982,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041225769308982",2016-09-26,"link","mostly true",NA,8,22,29,2.07944154167984,3.40119738166216
139,184096565021911,1041240549307504,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041240549307504",2016-09-26,"video","no factual content",NA,121,508,777,4.79579054559674,6.65672652417839
140,184096565021911,1041248449306714,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041248449306714",2016-09-26,"link","mostly true",NA,15,94,54,2.70805020110221,4.00733318523247
141,184096565021911,1041257462639146,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041257462639146",2016-09-26,"video","mostly true",NA,196,1014,86,5.27811465923052,4.46590811865458
142,184096565021911,1041281559303403,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041281559303403",2016-09-26,"link","no factual content",NA,2,50,34,0.693147180559945,3.55534806148941
143,184096565021911,1041316092633283,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041316092633283",2016-09-26,"video","no factual content",NA,8,104,29,2.07944154167984,3.40119738166216
144,184096565021911,1041389565959269,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041389565959269",2016-09-26,"link","mostly true",NA,29,133,36,3.36729582998647,3.61091791264422
147,184096565021911,1041420999289459,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041420999289459",2016-09-26,"video","mostly true",NA,19,131,13,2.94443897916644,2.63905732961526
149,184096565021911,1041428705955355,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041428705955355",2016-09-26,"video","no factual content",NA,70,398,120,4.24849524204936,4.79579054559674
150,184096565021911,1041453792619513,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041453792619513",2016-09-26,"video","no factual content",NA,5,34,17,1.6094379124341,2.89037175789616
151,184096565021911,1041471579284401,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041471579284401",2016-09-26,"video","mostly true","yes",12,67,23,2.484906649788,3.17805383034795
152,184096565021911,1041476135950612,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041476135950612",2016-09-26,"video","mostly true","yes",38,154,39,3.63758615972639,3.68887945411394
153,184096565021911,1041488142616078,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041488142616078",2016-09-26,"link","mostly true",NA,10,82,6,2.30258509299405,1.94591014905531
154,184096565021911,1041488579282701,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041488579282701",2016-09-26,"video","mostly true","yes",7,36,13,1.94591014905531,2.63905732961526
156,184096565021911,1041496015948624,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041496015948624",2016-09-26,"photo","mostly true","yes",20,39,5,2.99573227355399,1.79175946922805
157,184096565021911,1041497742615118,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041497742615118",2016-09-26,"video","mostly true","yes",66,55,25,4.18965474202643,3.25809653802148
158,184096565021911,1041504122614480,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041504122614480",2016-09-26,"video","mostly true","yes",7,29,15,1.94591014905531,2.77258872223978
159,184096565021911,1041504402614452,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041504402614452",2016-09-26,"photo","mostly true","yes",7,30,9,1.94591014905531,2.30258509299405
160,184096565021911,1041512352613657,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041512352613657",2016-09-26,"photo","mostly true","yes",4,17,8,1.38629436111989,2.19722457733622
161,184096565021911,1041513895946836,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041513895946836",2016-09-26,"video","mostly true","yes",13,43,28,2.56494935746154,3.36729582998647
162,184096565021911,1041523679279191,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041523679279191",2016-09-26,"photo","mostly true","yes",3,5,12,1.09861228866811,2.56494935746154
163,184096565021911,1041531655945060,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041531655945060",2016-09-26,"link","mostly true","yes",22,175,67,3.09104245335832,4.21950770517611
